player,team,weighted_trb,kalman_trb,team_proj,team_oe,team_de,opp_proj,opp_oe,opp_de
ND Okafor,Washington St.,2.580863526745971,2.91246162212454,77.83505568610285,112.82818053675705,106.41688388520411,78.94953667992594,107.23954462844632,99.68089181758565
Samet Yigitoglu,SMU,6.054253479647777,5.093573905273331,83.90339772811471,117.40862079812,98.67344129955828,74.70274645588704,106.84823751403611,101.16231343859388
Cooper Josefsberg,Florida,0.280752170632687,0.423728813559322,89.73462038000493,127.50495327449586,94.11537363886367,64.53303717225337,106.18462088444946,108.98658883187836
Omar Cooper,McNeese St.,1.8680047844172936,1.8236436715301132,67.64842194505215,114.00236129097787,99.88933216354415,74.18723212771762,125.026143622875,99.89289519282228
CJ Gunn,DePaul,4.141694117299137,4.428326894366523,65.8202058789825,109.41129645936952,103.744426549056,72.9594729483558,111.6594889903393,95.2239222464532
Théo Pierre-Justin,DePaul,0.8985723653618338,0.740924859488265,65.8202058789825,109.41129645936952,103.744426549056,72.9594729483558,111.6594889903393,95.2239222464532
Collin Mulholland,Chattanooga,1.8613644156660416,2.3325464998788235,76.87101967063968,115.47315441288777,109.62735728026666,78.29978135709905,113.60125763888576,105.83066106916728
Monty Bowser,Northern Arizona,2.2218657208673624,1.1307373166823589,73.84274028708651,103.60711065181404,110.2433342694242,76.43531018116386,105.765532417018,108.62025651157782
Kobi Bowles,Incarnate Word,0.6702500463515121,0.7530976734920183,75.25634875964535,105.30373806556508,111.51041631878456,74.31486319983358,107.18779086814814,114.98327368339382
Trenton McLaughlin,Northern Arizona,3.340058512751729,2.540555441443301,73.84274028708651,103.60711065181404,110.2433342694242,76.43531018116386,105.765532417018,108.62025651157782
Cam'Ron Fletcher,Xavier,0.976332041488252,0.379029219580877,79.38398958990025,116.97484944988013,98.1145809416494,82.73040466390867,122.35133802447947,98.47308735562306
Diego Campisano,Northern Arizona,2.6084733007332805,3.6793618418070215,73.84274028708651,103.60711065181404,110.2433342694242,76.43531018116386,105.765532417018,108.62025651157782
Nikola Djapa,Colorado St.,1.6199231254951196,1.7011951053124286,75.05077335778739,116.39094380932474,98.90466935548176,72.1676288327026,111.69126281911043,98.7028157867166
Dillan Baker,Northern Arizona,1.7456381575068265,2.0779465232872587,73.84274028708651,103.60711065181404,110.2433342694242,76.43531018116386,105.765532417018,108.62025651157782
DJ Shine,Queens,0.2505375538896243,0.0827338656571907,76.43531018116386,105.765532417018,108.62025651157782,73.84274028708651,103.60711065181404,110.2433342694242
